Year,Plot,Tag,Taxon,X.cm,Y.cm,Tag.offset.x,Tag.offset.y,Length.cm,Height.cm,X.Capitulescences,Is.seedling,Died.this.census.final,Length.cm.prev,Growth,Survival,Is.recruit
2017,37,2035*D,Ivesia gordonii,114.3532184,161.5327987,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
2017,37,2035*E,Ivesia gordonii,104.9747746,159.1081256,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
2017,37,2035*F,Ivesia gordonii,105.1408937,159.9297201,-10,-10,1.5,1.5,0,0,0,0.5,1,1,0
2017,37,2035*G,Ivesia gordonii,111.8677673,160.5123302,-10,-10,1.5,1.5,0,0,1,0.5,1,0,0
2017,37,2035*H,Ivesia gordonii,104.9535675,154.2205974,-10,-10,1.5,1.5,0,0,1,0.5,1,0,0
2017,37,2035*I,Ivesia gordonii,113.3549485,150.939321,-10,-10,1.5,1.5,0,0,1,0.5,1,0,0
2017,37,2035*J,Ivesia gordonii,110.3057275,160.3341567,-10,-10,1.5,1.5,0,0,1,0.5,1,0,0
2017,37,2035*K,Ivesia gordonii,112.0181556,163.0148697,-10,-10,1.5,1.5,0,0,1,0.5,1,0,0
2018,37,2035*A,Ivesia gordonii,110.7304712,154.4675063,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2018,37,2035*B,Ivesia gordonii,109.741463,154.9650731,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2018,37,2035*C,Ivesia gordonii,107.5301554,150.5236754,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2018,37,2035*D,Ivesia gordonii,113.627682,160.6106656,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2018,37,2035*E,Ivesia gordonii,105.8123122,158.5901047,-10,-10,2,2,0,0,0,1.5,0.5,1,0
2018,37,2035*F,Ivesia gordonii,105.9507447,159.2747667,-10,-10,2,2,0,0,1,1.5,0.5,0,0
2019,37,2035*A,Ivesia gordonii,110.9057843,154.0997078,-10,-10,5,2.7,0,0,0,2,3,1,0
2019,37,2035*B,Ivesia gordonii,109.6794141,154.7166907,-10,-10,5,2.7,0,0,1,2,3,0,0
2019,37,2035*C,Ivesia gordonii,106.9373927,149.2093575,-10,-10,5,2.7,0,0,1,2,3,0,0
2019,37,2035*D,Ivesia gordonii,114.4983257,161.7172253,-10,-10,5,2.7,0,0,1,2,3,0,0
2019,37,2035*E,Ivesia gordonii,104.8072671,159.2117298,-10,-10,5,2.7,0,0,1,2,3,0,0
2020,37,2035*A,Ivesia gordonii,110,156,-10,-10,11,4,1,0,0,5,6,1,0
2021,37,2035*A,Ivesia gordonii,110,156,-10,-10,17,4.5,0,0,0,11,6,1,0
2016,37,2036*A,Lupinus argenteus,128,178,-10,-10,9,6,0,0,0,NA,NA,1,1
2017,37,2036*A,Lupinus argenteus,128,178,-10,-10,5,3,0,0,0,9,-4,1,0
2018,37,2036*A,Lupinus argenteus,128,178,-10,-10,0,0,0,0,1,5,-5,0,0
2016,37,2037*A,Lupinus argenteus,134,178,-10,-10,12,8,0,0,0,NA,NA,1,1
2017,37,2037*A,Lupinus argenteus,134,178,-10,-10,0,0,0,0,1,12,-12,0,0
2016,37,2038*A,Lupinus argenteus,140,175,-10,-10,11,7,0,0,0,NA,NA,1,1
2017,37,2038*A,Lupinus argenteus,140,175,-10,-10,0,0,0,0,1,11,-11,0,0
2016,37,2039*A,Ivesia gordonii,137,168,-10,-10,0.5,0.3,0,0,0,NA,NA,1,1
2017,37,2039*A,Ivesia gordonii,137,168,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2014,15,204*A,Lupinus argenteus,95,10,-10,-10,19,9,1,0,0,NA,NA,1,NA
2015,15,204*A,Lupinus argenteus,95,10,-10,-10,11.5,6.5,0,0,0,19,-7.5,1,0
2016,15,204*A,Lupinus argenteus,95,10,-10,-10,0,0,0,0,1,11.5,-11.5,0,0
2016,37,2040*A,Ivesia gordonii,168,145,-10,-10,0.5,0.3,0,1,0,NA,NA,1,1
2017,37,2040*A,Ivesia gordonii,168,145,-10,-10,1,1,0,0,0,0.5,0.5,1,0
2018,37,2040*A,Ivesia gordonii,168,145,-10,-10,0,0,0,0,1,1,-1,0,0
2016,37,2041*A,Ivesia gordonii,98,90,-10,-10,1,1.5,0,1,0,NA,NA,1,1
2017,37,2041*A,Ivesia gordonii,98,90,-10,-10,0,0,0,0,1,1,-1,0,0
2016,37,2042*A,Lupinus argenteus,165,70,-10,-10,12,7,0,0,0,NA,NA,1,1
2017,37,2042*A,Lupinus argenteus,165,70,-10,-10,8.5,5,0,0,0,12,-3.5,1,0
2018,37,2042*A,Lupinus argenteus,165,70,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2016,37,2043*A,Lupinus argenteus,181,38,-10,-10,8,5,0,0,0,NA,NA,1,1
2017,37,2043*A,Lupinus argenteus,181,38,-10,-10,6.5,3,0,0,0,8,-1.5,1,0
2018,37,2043*A,Lupinus argenteus,181,38,-10,-10,0,0,0,0,1,6.5,-6.5,0,0
2016,37,2044*A,Lupinus argenteus,189,33,-10,-10,1.5,1.5,0,0,0,NA,NA,1,1
2017,37,2044*A,Lupinus argenteus,189,33,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2016,37,2045*A,Lupinus argenteus,180,14,-10,-10,19,12,0,0,0,NA,NA,1,1
2017,37,2045*A,Lupinus argenteus,180,14,-10,-10,0,0,0,0,1,19,-19,0,0
2016,37,2046*A,Eriogonum umbellatum,194,38,-10,-10,1,0.8,0,0,0,NA,NA,1,1
2017,37,2046*A,Eriogonum umbellatum,194,38,-10,-10,1.5,1,0,0,0,1,0.5,1,0
2018,37,2046*A,Eriogonum umbellatum,194,38,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2016,40,2047*A,Elymus lanceolatus,48,16,-10,-10,5,7,0,0,0,NA,NA,1,1
2017,40,2047*A,Elymus lanceolatus,48,16,-10,-10,12,10,0,0,0,5,7,1,0
2018,40,2047*A,Elymus lanceolatus,48,16,-10,-10,20.5,21,8,0,0,12,8.5,1,0
2019,40,2047*A,Elymus lanceolatus,48,16,-10,-10,22.5,24.5,29,0,0,20.5,2,1,0
2020,40,2047*A,Elymus lanceolatus,48,16,-10,-10,22.5,14.5,0,0,0,22.5,0,1,0
2021,40,2047*A,Elymus lanceolatus,48,16,-10,-10,24.5,22.5,7,0,0,22.5,2,1,0
2016,41,2048*A,Ivesia gordonii,30,12,-10,-10,0.4,0.2,0,1,0,NA,NA,1,1
2017,41,2048*A,Ivesia gordonii,30,12,-10,-10,3,2,0,0,0,0.4,2.6,1,0
2018,41,2048*A,Ivesia gordonii,30,12,-10,-10,6,3,1,0,0,3,3,1,0
2019,41,2048*A,Ivesia gordonii,30,12,-10,-10,7.2,5,0,0,0,6,1.2,1,0
2020,41,2048*A,Ivesia gordonii,30,12,-10,-10,12.5,8,3,0,0,7.2,5.3,1,0
2021,41,2048*A,Ivesia gordonii,30,12,-10,-10,0,0,0,0,0,12.5,-12.5,1,0
2015,41,2049*A,Arenaria congesta,67,52,-10,-10,1.3,2.5,0,0,0,NA,NA,1,1
2016,41,2049*A,Arenaria congesta,67,52,-10,-10,1.3,2.5,0,0,0,1.3,0,1,0
2017,41,2049*A,Arenaria congesta,67,52,-10,-10,5,3,0,0,0,1.3,3.7,1,0
2018,41,2049*A,Arenaria congesta,67,52,-10,-10,6,4,3,0,0,5,1,1,0
2019,41,2049*A,Arenaria congesta,67,52,-10,-10,11.5,8.5,10,0,0,6,5.5,1,0
2020,41,2049*A,Arenaria congesta,67,52,-10,-10,12,6.5,4,0,0,11.5,0.5,1,0
2021,41,2049*A,Arenaria congesta,67,52,-10,-10,0,0,0,0,0,12,-12,1,0
2014,15,205*A,Lupinus argenteus,110,10,-10,-10,14,8,1,0,0,NA,NA,1,NA
2015,15,205*A,Lupinus argenteus,110,10,-10,-10,10.5,6,0,0,0,14,-3.5,1,0
2016,15,205*A,Lupinus argenteus,110,10,-10,-10,0,0,0,0,1,10.5,-10.5,0,0
2016,41,2050*A,Lupinus argenteus,156,118,-10,-10,6,3,0,0,0,NA,NA,1,1
2017,41,2050*A,Lupinus argenteus,156,118,-10,-10,0,0,0,0,1,6,-6,0,0
2016,41,2051*A,Heterotheca villosa,126,128,-10,-10,2.5,2.5,0,0,0,NA,NA,1,1
2017,41,2051*A,Heterotheca villosa,126,128,-10,-10,0,0,0,0,0,2.5,-2.5,1,0
2018,41,2051*A,Heterotheca villosa,126,128,-10,-10,9.5,6,3,0,0,0,9.5,1,0
2019,41,2051*A,Heterotheca villosa,126,128,-10,-10,11,6,3,0,0,9.5,1.5,1,0
2020,41,2051*A,Heterotheca villosa,126,128,-10,-10,13.5,8,3,0,0,11,2.5,1,0
2021,41,2051*A,Heterotheca villosa,126,128,-10,-10,19,7,5,0,0,13.5,5.5,1,0
2016,41,2052*A,Phacelia hastata,134,132,-10,-10,0.6,0.3,0,1,0,NA,NA,1,1
2017,41,2052*A,Phacelia hastata,134,132,-10,-10,0,0,0,0,1,0.6,-0.6,0,0
2015,41,2053*A,Senecio crassulus,112,154,-10,-10,3,4,0,0,0,NA,NA,1,1
2016,41,2053*A,Senecio crassulus,112,154,-10,-10,3,4,0,0,0,3,0,1,0
2017,41,2053*A,Senecio crassulus,112,154,-10,-10,8.5,12,4,0,0,3,5.5,1,0
2018,41,2053*A,Senecio crassulus,112,154,-10,-10,14,6.5,0,0,0,8.5,5.5,1,0
2019,41,2053*A,Senecio crassulus,112,154,-10,-10,23,19.5,12,0,0,14,9,1,0
2020,41,2053*A,Senecio crassulus,112,154,-10,-10,18,8,1,0,0,23,-5,1,0
2021,41,2053*A,Senecio crassulus,112,154,-10,-10,15.5,5,0,0,0,18,-2.5,1,0
2016,41,2054*A,Heterotheca villosa,157,162,-10,-10,4,3,0,0,0,NA,NA,1,1
2017,41,2054*A,Heterotheca villosa,157,162,-10,-10,5.5,4,0,0,0,4,1.5,1,0
2018,41,2054*A,Heterotheca villosa,157,162,-10,-10,9,5.5,0,0,0,5.5,3.5,1,0
2019,41,2054*A,Heterotheca villosa,157,162,-10,-10,15,6,1,0,0,9,6,1,0
2020,41,2054*A,Heterotheca villosa,157,162,-10,-10,14,8,1,0,0,15,-1,1,0
2021,41,2054*A,Heterotheca villosa,157,162,-10,-10,18.5,8,11,0,0,14,4.5,1,0
2016,41,2055*A,Arnica latifolia,153,178,-10,-10,1,1,0,1,0,NA,NA,1,1
2017,41,2055*A,Arnica latifolia,153,178,-10,-10,0,0,0,0,1,1,-1,0,0
2016,41,2056*A,Arnica latifolia,155,175,-10,-10,1,2,0,1,0,NA,NA,1,1
2017,41,2056*A,Arnica latifolia,155,175,-10,-10,1,2.5,0,0,0,1,0,1,0
2018,41,2056*A,Arnica latifolia,155,175,-10,-10,7,4,0,0,0,1,6,1,0
2019,41,2056*A,Arnica latifolia,155,175,-10,-10,0,0,0,0,1,7,-7,0,0
2015,41,2057*A,Arenaria congesta,150,187,-10,-10,3,3,0,0,0,NA,NA,1,1
2016,41,2057*A,Arenaria congesta,150,187,-10,-10,3,3,0,0,0,3,0,1,0
2017,41,2057*A,Arenaria congesta,150,187,-10,-10,4,4,2,0,0,3,1,1,0
2018,41,2057*A,Arenaria congesta,150,187,-10,-10,2,2,0,0,0,4,-2,1,0
2019,41,2057*A,Arenaria congesta,150,187,-10,-10,7.5,10.2,2,0,0,2,5.5,1,0
2020,41,2057*A,Arenaria congesta,150,187,-10,-10,10,8,2,0,0,7.5,2.5,1,0
2021,41,2057*A,Arenaria congesta,150,187,-10,-10,0,0,0,0,0,10,-10,1,0
2016,41,2058*A,Pseudocymopterus montanus,146,190,0,10,0.4,1,0,1,0,NA,NA,1,1
2017,41,2058*A,Pseudocymopterus montanus,146,190,0,10,0,0,0,0,1,0.4,-0.4,0,0
2016,41,2059*A,Lupinus argenteus,162,180,-10,-10,2,2,0,1,0,NA,NA,1,1
2017,41,2059*A,Lupinus argenteus,162,180,-10,-10,0,0,0,0,1,2,-2,0,0
2014,15,206*A,Lupinus argenteus,145,30,-10,-10,12,12,0,0,0,NA,NA,1,NA
2015,15,206*A,Lupinus argenteus,145,30,-10,-10,14,9.5,0,0,0,12,2,1,0
2016,15,206*A,Lupinus argenteus,145,30,-10,-10,8,7.5,0,0,0,14,-6,1,0
2017,15,206*A,Lupinus argenteus,145,30,-10,-10,0,0,0,0,1,8,-8,0,0
2016,41,2060*A,Senecio crassulus,140.1460942,188.6935013,-10,-10,1,2.5,0,1,0,NA,NA,1,1
2016,41,2060*B,Senecio crassulus,139.9482926,188.7930146,-10,-10,1,2.5,0,1,0,NA,NA,1,1
2017,41,2060*A,Senecio crassulus,140.2921885,188.3870025,-10,-10,2.5,2.5,0,0,0,1,1.5,1,0
2017,41,2060*B,Senecio crassulus,139.8965852,188.5860292,-10,-10,2.5,2.5,0,0,1,1,1.5,0,0
2018,41,2060*A,Senecio crassulus,140,189,-10,-10,0,0,0,0,1,2.5,-2.5,0,0
2016,41,2061*A,Arnica latifolia,138,187,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,41,2061*A,Arnica latifolia,138,187,-10,-10,0,0,0,0,1,0.3,-0.3,0,0
2016,41,2062*A,Senecio crassulus,139,176,-10,-10,0.3,0.3,0,1,0,NA,NA,1,1
2017,41,2062*A,Senecio crassulus,139,176,-10,-10,1.8,1,0,0,0,0.3,1.5,1,0
2018,41,2062*A,Senecio crassulus,139,176,-10,-10,0,0,0,0,1,1.8,-1.8,0,0
2016,41,2063*A,Lupinus argenteus,49,179,-10,-10,6,4,0,0,0,NA,NA,1,1
2017,41,2063*A,Lupinus argenteus,49,179,-10,-10,0,0,0,0,1,6,-6,0,0
2016,42,2064*A,Heterotheca villosa,0,165,-10,-10,3,2,0,0,0,NA,NA,1,1
2017,42,2064*A,Heterotheca villosa,0,165,-10,-10,0,0,0,0,1,3,-3,0,0
2016,42,2065*A,Senecio crassulus,12,197,-10,-10,0.5,0.7,0,1,0,NA,NA,1,1
2017,42,2065*A,Senecio crassulus,12,197,-10,-10,2,2,0,0,0,0.5,1.5,1,0
2018,42,2065*A,Senecio crassulus,12,197,-10,-10,0,0,0,0,1,2,-2,0,0
2016,42,2066*A,Penstemon whippleanus,17,197,-10,-10,2,2.5,0,1,0,NA,NA,1,1
2017,42,2066*A,Penstemon whippleanus,17,197,-10,-10,9,6,0,0,0,2,7,1,0
2018,42,2066*A,Penstemon whippleanus,17,197,-10,-10,0,0,0,0,1,9,-9,0,0
2016,42,2067*A,Eriogonum umbellatum,24,198,-10,-10,1,1,0,1,0,NA,NA,1,1
2017,42,2067*A,Eriogonum umbellatum,24,198,-10,-10,0,0,0,0,1,1,-1,0,0
2016,42,2068*A,Elymus lanceolatus,20,190,-10,-10,0.5,2,0,1,0,NA,NA,1,1
2017,42,2068*A,Elymus lanceolatus,20,190,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,42,2069*A,Lupinus argenteus,135,200,-10,-10,7,5,0,0,0,NA,NA,1,1
2017,42,2069*A,Lupinus argenteus,135,200,-10,-10,12,8,0,0,0,7,5,1,0
2018,42,2069*A,Lupinus argenteus,135,200,-10,-10,0,0,0,0,1,12,-12,0,0
2014,15,207*A,Lupinus argenteus,155,25,-10,-10,13,11,0,0,0,NA,NA,1,NA
2015,15,207*A,Lupinus argenteus,155,25,-10,-10,0,0,0,0,0,13,-13,1,0
2016,15,207*A,Lupinus argenteus,155,25,-10,-10,5.8,5.5,0,0,0,0,5.8,1,0
2017,15,207*A,Lupinus argenteus,155,25,-10,-10,0,0,0,0,1,5.8,-5.8,0,0
2016,42,2070*A,Lupinus argenteus,135,90,-10,-10,12,6,0,0,0,NA,NA,1,1
2017,42,2070*A,Lupinus argenteus,135,90,-10,-10,13,7,0,0,0,12,1,1,0
2018,42,2070*A,Lupinus argenteus,135,90,-10,-10,0,0,0,0,1,13,-13,0,0
2016,42,2071*A,Heterotheca villosa,136,90,-10,-10,0.6,0.4,0,1,0,NA,NA,1,1
2017,42,2071*A,Heterotheca villosa,136,90,-10,-10,0,0,0,0,1,0.6,-0.6,0,0
2016,42,2072*A,Lupinus argenteus,185,41,-10,-10,8.5,6,0,0,0,NA,NA,1,1
2017,42,2072*A,Lupinus argenteus,185,41,-10,-10,0,0,0,0,1,8.5,-8.5,0,0
2016,43,2073*A,Lupinus argenteus,136,75,-10,-10,6,4.5,0,0,0,NA,NA,1,1
2017,43,2073*A,Lupinus argenteus,136,75,-10,-10,7.5,3,0,0,0,6,1.5,1,0
2018,43,2073*A,Lupinus argenteus,136,75,-10,-10,0,0,0,0,1,7.5,-7.5,0,0
2016,45,2074*A,Eriogonum umbellatum,3,27,-10,-10,1,1,0,1,0,NA,NA,1,1
2017,45,2074*A,Eriogonum umbellatum,3,27,-10,-10,0,0,0,0,1,1,-1,0,0
2015,45,2075*A,Agoseris glauca,78,58,-10,-10,9,7,0,0,0,NA,NA,1,1
2016,45,2075*A,Agoseris glauca,78,58,-10,-10,9,7,0,0,0,9,0,1,0
2017,45,2075*A,Agoseris glauca,78,58,-10,-10,25,7,4,0,0,9,16,1,0
2018,45,2075*A,Agoseris glauca,78,58,-10,-10,5,6,1,0,0,25,-20,1,0
2019,45,2075*A,Agoseris glauca,78,58,-10,-10,0,0,0,0,1,5,-5,0,0
2016,45,2076*A,Lupinus argenteus,124,97,-10,-10,2,2.5,0,0,0,NA,NA,1,1
2017,45,2076*A,Lupinus argenteus,124,97,-10,-10,0,0,0,0,1,2,-2,0,0
2016,50,2077*A,Senecio crassulus,97,0,-10,-10,2,3,0,0,0,NA,NA,1,1
2017,50,2077*A,Senecio crassulus,97,0,-10,-10,10,8,0,0,0,2,8,1,0
2018,50,2077*A,Senecio crassulus,97,0,-10,-10,0,0,0,0,1,10,-10,0,0
2016,50,2078*A,Arnica latifolia,177,49,-10,-10,1,1,0,1,0,NA,NA,1,1
2017,50,2078*A,Arnica latifolia,177,49,-10,-10,1.5,1.5,0,0,0,1,0.5,1,0
2018,50,2078*A,Arnica latifolia,177,49,-10,-10,4.5,2,0,0,0,1.5,3,1,0
2019,50,2078*A,Arnica latifolia,177,49,-10,-10,7,5,0,0,0,4.5,2.5,1,0
2020,50,2078*A,Arnica latifolia,177,49,-10,-10,7,5,0,0,0,7,0,1,0
2021,50,2078*A,Arnica latifolia,177,49,-10,-10,0,0,0,0,0,7,-7,1,0
2016,50,2079*A,Eriogonum umbellatum,165,75,-10,-10,0.6,0.5,0,1,0,NA,NA,1,1
2017,50,2079*A,Eriogonum umbellatum,165,75,-10,-10,0,0,0,0,1,0.6,-0.6,0,0
2014,15,208*A,Lupinus argenteus,160,25,-10,-10,25,13,4,0,0,NA,NA,1,NA
2015,15,208*A,Lupinus argenteus,160,25,-10,-10,25,15.5,3,0,0,25,0,1,0
2016,15,208*A,Lupinus argenteus,160,25,-10,-10,18,17,1,0,0,25,-7,1,0
2017,15,208*A,Lupinus argenteus,160,25,-10,-10,9,4,0,0,0,18,-9,1,0
2018,15,208*A,Lupinus argenteus,160,25,-10,-10,0,0,0,0,1,9,-9,0,0
2016,50,2080*A,Elymus lanceolatus,27,88,-10,-10,6,3,0,0,0,NA,NA,1,1
2017,50,2080*A,Elymus lanceolatus,27,88,-10,-10,7,9,0,0,0,6,1,1,0
2018,50,2080*A,Elymus lanceolatus,27,88,-10,-10,0,0,0,0,1,7,-7,0,0
2016,49,2081*A,Lupinus argenteus,66,10,-10,-10,4.5,2,0,0,0,NA,NA,1,1
2017,49,2081*A,Lupinus argenteus,66,10,-10,-10,0,0,0,0,1,4.5,-4.5,0,0
2016,49,2082*A,Lupinus argenteus,158,60,-10,-10,7,6,0,0,0,NA,NA,1,1
2017,49,2082*A,Lupinus argenteus,158,60,-10,-10,0,0,0,0,1,7,-7,0,0
2016,49,2083*A,Lupinus argenteus,177,69,-10,-10,6,4,0,0,0,NA,NA,1,1
2017,49,2083*A,Lupinus argenteus,177,69,-10,-10,9.5,7,0,0,0,6,3.5,1,0
2018,49,2083*A,Lupinus argenteus,177,69,-10,-10,0,0,0,0,1,9.5,-9.5,0,0
2016,49,2084*A,Eriogonum umbellatum,62,190,-10,-10,0.5,0.3,0,1,0,NA,NA,1,1
2017,49,2084*A,Eriogonum umbellatum,62,190,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,48,2085*A,Lupinus argenteus,142,7,-10,-10,3,3,0,0,0,NA,NA,1,1
2017,48,2085*A,Lupinus argenteus,142,7,-10,-10,0,0,0,0,1,3,-3,0,0
2016,46,2086*A,Lupinus argenteus,69,199,-10,-10,7,6,0,0,0,NA,NA,1,1
2017,46,2086*A,Lupinus argenteus,69,199,-10,-10,11,8,0,0,0,7,4,1,0
2018,46,2086*A,Lupinus argenteus,69,199,-10,-10,0,0,0,0,1,11,-11,0,0
2016,46,2087*A,Senecio crassulus,84,186,-10,-10,0.5,1,0,1,0,NA,NA,1,1
2017,46,2087*A,Senecio crassulus,84,186,-10,-10,1,1,0,0,0,0.5,0.5,1,0
2018,46,2087*A,Senecio crassulus,84,186,-10,-10,0,0,0,0,1,1,-1,0,0
2016,46,2088*A,Carex siccata,21,117,-10,-10,6,15,0,0,0,NA,NA,1,1
2017,46,2088*A,Carex siccata,21,117,-10,-10,8,6,0,0,0,6,2,1,0
2018,46,2088*A,Carex siccata,21,117,-10,-10,9.5,8.5,0,0,0,8,1.5,1,0
2019,46,2088*A,Carex siccata,21,117,-10,-10,11,13,0,0,0,9.5,1.5,1,0
2020,46,2088*A,Carex siccata,21,117,-10,-10,0,0,0,0,1,11,-11,0,0
2016,46,2089*A,Viola praemorsa,24,84,-10,-10,0.5,0.6,0,1,0,NA,NA,1,1
2017,46,2089*A,Viola praemorsa,24,84,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2014,15,209*A,Lupinus argenteus,165,20,-10,-10,21,11,3,0,0,NA,NA,1,NA
2015,15,209*A,Lupinus argenteus,165,20,-10,-10,19,13,0,0,0,21,-2,1,0
2016,15,209*A,Lupinus argenteus,165,20,-10,-10,11,9,0,0,0,19,-8,1,0
2017,15,209*A,Lupinus argenteus,165,20,-10,-10,8,6,0,0,0,11,-3,1,0
2018,15,209*A,Lupinus argenteus,165,20,-10,-10,0,0,0,0,1,8,-8,0,0
2016,46,2090*A,Eriogonum umbellatum,62,77,-10,-10,0.5,1,0,1,0,NA,NA,1,1
2017,46,2090*A,Eriogonum umbellatum,62,77,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2015,46,2091*A,Arenaria congesta,66,75,-10,-10,1.2,2,0,0,0,NA,NA,1,1
2016,46,2091*A,Arenaria congesta,66,75,-10,-10,1.2,2,0,0,0,1.2,0,1,0
2017,46,2091*A,Arenaria congesta,66,75,-10,-10,2,1,0,0,0,1.2,0.8,1,0
2018,46,2091*A,Arenaria congesta,66,75,-10,-10,3,3,0,0,0,2,1,1,0
2019,46,2091*A,Arenaria congesta,66,75,-10,-10,7.5,4,1,0,0,3,4.5,1,0
2020,46,2091*A,Arenaria congesta,66,75,-10,-10,9.5,5.5,3,0,0,7.5,2,1,0
2021,46,2091*A,Arenaria congesta,66,75,-10,-10,0,0,0,0,0,9.5,-9.5,1,0
2016,46,2092*A,Viola praemorsa,7,46,-10,-10,3,1,0,0,0,NA,NA,1,1
2017,46,2092*A,Viola praemorsa,7,46,-10,-10,4,2.5,0,0,0,3,1,1,0
2018,46,2092*A,Viola praemorsa,7,46,-10,-10,0,0,0,0,1,4,-4,0,0
2016,46,2093*A,Lupinus argenteus,11,49,0,10,8,3,0,0,0,NA,NA,1,1
2017,46,2093*A,Lupinus argenteus,11,49,0,10,6.5,3.5,0,0,0,8,-1.5,1,0
2018,46,2093*A,Lupinus argenteus,11,49,0,10,0,0,0,0,1,6.5,-6.5,0,0
2016,46,2094*A,Lupinus argenteus,13,45,0,10,2,2,0,0,0,NA,NA,1,1
2017,46,2094*A,Lupinus argenteus,13,45,0,10,2.5,2.5,0,0,0,2,0.5,1,0
2018,46,2094*A,Lupinus argenteus,13,45,0,10,0,0,0,0,1,2.5,-2.5,0,0
2015,46,2095*A,Senecio crassulus,16,50,-10,-10,3,2,0,0,0,NA,NA,1,1
2016,46,2095*A,Senecio crassulus,16,50,-10,-10,3,2,0,0,0,3,0,1,0
2017,46,2095*A,Senecio crassulus,16,50,-10,-10,0,0,0,0,1,3,-3,0,0
2016,46,2096*A,Agoseris glauca,12,40,-10,-10,0.5,1.5,0,1,0,NA,NA,1,1
2017,46,2096*A,Agoseris glauca,12,40,-10,-10,4.5,3,0,0,0,0.5,4,1,0
2018,46,2096*A,Agoseris glauca,12,40,-10,-10,0,0,0,0,1,4.5,-4.5,0,0
2016,46,2097*A,Senecio crassulus,20.17531309,58.63220151,-10,-10,1.5,2,0,1,0,NA,NA,1,1
2016,46,2097*B,Senecio crassulus,19.93795113,58.75161755,-10,-10,1.5,2,0,1,1,NA,NA,0,1
2017,46,2097*A,Senecio crassulus,20,59,-10,-10,0,0,0,0,1,1.5,-1.5,0,0
2016,46,2098*A,Senecio crassulus,12.11687539,28.75480101,-10,-10,1,2,0,1,0,NA,NA,1,1
2016,46,2098*B,Senecio crassulus,11.95863408,28.8344117,-10,-10,1,2,0,1,1,NA,NA,0,1
2017,46,2098*A,Senecio crassulus,12,29,-10,-10,0,0,0,0,1,1,-1,0,0
2016,46,2099*A,Senecio crassulus,14.23375078,22.50960202,-10,-10,0.5,1,0,1,0,NA,NA,1,1
2016,46,2099*B,Senecio crassulus,13.91726817,22.6688234,-10,-10,0.5,1,0,1,1,NA,NA,0,1
2017,46,2099*A,Senecio crassulus,14,23,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2014,5,21*A,Lupinus argenteus,33,40,-10,0,22,13,6,0,0,NA,NA,1,NA
2015,5,21*A,Lupinus argenteus,33,40,-10,0,24,14,6,0,0,22,2,1,0
2016,5,21*A,Lupinus argenteus,33,40,-10,0,0,0,0,0,1,24,-24,0,0
2014,15,210*A,Lupinus argenteus,185,20,-10,-10,17,11,1,0,0,NA,NA,1,NA
2015,15,210*A,Lupinus argenteus,185,20,-10,-10,1.5,2,0,0,0,17,-15.5,1,0
2016,15,210*A,Lupinus argenteus,185,20,-10,-10,5,5,0,0,0,1.5,3.5,1,0
2017,15,210*A,Lupinus argenteus,185,20,-10,-10,0,0,0,0,1,5,-5,0,0
2016,46,2100*A,Eriogonum umbellatum,13,19,-10,-10,1,1,0,1,0,NA,NA,1,1
2017,46,2100*A,Eriogonum umbellatum,13,19,-10,-10,0,0,0,0,1,1,-1,0,0
2016,46,2101*A,Senecio crassulus,5,10,-10,-10,0.5,1,0,1,0,NA,NA,1,1
2017,46,2101*A,Senecio crassulus,5,10,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,46,2102*A,Eriogonum umbellatum,8,13,-10,-10,0.5,1,0,1,0,NA,NA,1,1
2017,46,2102*A,Eriogonum umbellatum,8,13,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,46,2103*A,Carex siccata,15,15,-10,-10,2,6,0,0,0,NA,NA,1,1
2017,46,2103*A,Carex siccata,15,15,-10,-10,4,3,0,0,0,2,2,1,0
2018,46,2103*A,Carex siccata,15,15,-10,-10,0,0,0,0,1,4,-4,0,0
2016,46,2104*A,Heterotheca villosa,28,11,-10,-10,0.5,0.3,0,1,0,NA,NA,1,1
2017,46,2104*A,Heterotheca villosa,28,11,-10,-10,0,0,0,0,1,0.5,-0.5,0,0
2016,46,2105*A,Heterotheca villosa,45,15,-10,-10,1,1.5,0,1,0,NA,NA,1,1
2017,46,2105*A,Heterotheca villosa,45,15,-10,-10,0,0,0,0,1,1,-1,0,0
2016,46,2106*A,Senecio crassulus,16,27,-10,-10,0.5,1,0,1,0,NA,NA,1,1
